test_score,skill_match_ratio,relevant_experience,project_match,preferred_domain,skills_text,projects_text,titles_text,label
63,0.7272727272727273,5,1,networking,lanwlan dhcp vpn packet analysis dns network monitoring switching firewall,troubleshooting project,system administrator system administrator,no_fit
90,0.5,0,1,database administration,backup sql server oracle mysql postgresql data warehousing,replication project tuning project,,no_fit
60,0.7777777777777778,0,0,technical writing,writing documentation editing guidelines manuals critical thinking reports research communication,problem solving project,,suggest
84,0.5384615384615384,1,1,artificial intelligence,tensorflow reinforcement learning computer vision cv rnn pytorch gan,neural network project problem solving project,ai engineer,partial
89,0.6363636363636364,1,0,networking,vpn routing packet analysis problem solving dns network monitoring switching dhcp communication,critical thinking project,it support specialist,partial
72,0.7777777777777778,4,1,technical writing,writing documentation editing guidelines manuals critical thinking problem solving content creation technical manuals,manuals project critical thinking project,instructional designer content writer,partial
76,0.4444444444444444,8,1,augmented reality  virtual reality,c 3d animation critical thinking unreal engine 3d modeling,vr project,immersive experience designer arvr developer vr developer,partial
71,0.5555555555555556,0,0,quality assurance,test cases performance testing test automation teamwork jenkins cypress,teamwork project,,suggest
71,1.0,0,0,mobile app development,xamarin android kotlin push notification firebase uiux mobile swift flutter react native objectivec app store mobile testing,teamwork project,,no_fit
94,0.5,4,1,cybersecurity,siem network security cryptography forensics security auditing firewall,vulnerability scan project cyber attack project,penetration tester soc analyst,fit
72,1.0,0,0,web development,graphql html redux angular javascript teamwork nodejs nextjs express css bootstrap react typescript vue sass communication,communication project,,no_fit
93,0.6666666666666666,0,1,quality assurance,manual testing performance testing selenium jenkins bug tracking cypress,testing project,,suggest
85,0.5384615384615384,5,1,artificial intelligence,scikitlearn tensorflow reinforcement learning rnn pytorch problem solving keras nlp communication,communication project prediction project,ai consultant research scientist deep learning engineer,fit
94,0.6666666666666666,0,0,database administration,sql server database design query optimization oracle mongodb nosql performance tuning replication,communication project,,no_fit
73,0.5,0,1,mobile app development,kotlin firebase swift objectivec app store mobile testing,communication project payment project,,no_fit
82,0.5,2,1,mobile app development,android push notification uiux mobile swift problem solving objectivec mobile testing communication,payment project,flutter developer mobile app engineer,fit
87,0.9,8,0,robotics,automation control systems mechanical design teamwork embedded systems robot programming robotics arduino ros sensors,problem solving project,mechatronics engineer robot programmer embedded systems engineer,fit
63,0.4444444444444444,0,1,business analysis,uml documentation business process scrum,teamwork project process project,,suggest
81,0.6,0,0,blockchain,truffle ethereum teamwork cryptography critical thinking web3 nfts solidity,teamwork project,,suggest
72,1.0,5,1,uiux design,user research ux user testing interaction design journey mapping adobe xd wireframe design sketch problem solving persona figma visual design prototype communication,persona project research project,ui designer ui designer,partial
81,0.5384615384615384,0,1,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision cv critical thinking problem solving nlp gan,text processing project chatbot project,,suggest
81,0.7777777777777778,8,0,business analysis,scrum uml documentation stakeholder management requirements gathering critical thinking agile business process,critical thinking project,systems analyst process consultant process consultant,fit
81,0.8333333333333334,0,0,devops,automation aws ansible terraform jenkins monitoring kubernetes critical thinking docker problem solving azure git,communication project,,suggest
88,0.6,3,1,blockchain,truffle remix ethereum cryptography nfts solidity,crypto project crypto project,smart contract developer,fit
63,0.7,7,1,digital marketing,email marketing social media content marketing google analytics marketing strategy ads sem,teamwork project leads project,sem specialist content strategist marketing analyst,no_fit
72,0.9,1,0,digital marketing,email marketing social media ppc teamwork google analytics marketing strategy analytics seo problem solving ads sem,critical thinking project,social media manager,partial
84,0.75,2,1,product management,scrum market research stakeholder management prioritization analytics agile,feature project release project,product strategist,fit
64,0.6666666666666666,4,1,business analysis,uml scrum process modeling stakeholder management requirements gathering agile,process project,business analyst requirements engineer business process analyst,no_fit
90,0.6923076923076923,6,1,artificial intelligence,scikitlearn reinforcement learning cv ml pipelines rnn pytorch keras nlp deep learning,prediction project,ai consultant nlp engineer ai engineer,fit
78,0.5555555555555556,0,1,technical writing,writing documentation guidelines critical thinking content creation research communication,documentation project problem solving project,,suggest
64,0.4545454545454545,4,1,networking,vpn critical thinking network monitoring dns tcpip dhcp,protocol project communication project,network administrator network consultant,no_fit
75,0.9166666666666666,0,1,database administration,backup sql server data warehousing database design oracle mongodb mysql nosql postgresql performance tuning replication communication,etl project,,no_fit
85,0.6666666666666666,5,1,game development,c shader programming graphics programming critical thinking blender ai unity communication,graphics project animation project,level designer graphics programmer,fit
74,0.7777777777777778,0,1,augmented reality  virtual reality,c vr shader programming 3d animation ar teamwork 3d modeling unity,interactive project,,suggest
70,0.7272727272727273,2,1,networking,dhcp routing packet analysis cisco dns tcpip switching firewall,protocol project,network consultant,partial
94,1.0,3,1,blockchain,smart contracts truffle remix ethereum cryptography defi critical thinking dapps communication web3 nfts solidity,decentralized project,blockchain developer,fit
92,1.0,4,1,blockchain,smart contracts truffle remix ethereum teamwork cryptography defi dapps web3 nfts solidity,dapp project,blockchain developer blockchain developer,fit
66,0.7692307692307693,4,0,uiux design,user research ux user testing journey mapping adobe xd design sketch persona visual design prototype,teamwork project,experience designer visual designer,no_fit
69,0.6666666666666666,5,0,technical writing,writing editing guidelines reports problem solving content creation communication technical manuals,communication project,technical author technical author technical writer,no_fit
77,0.75,4,1,cybersecurity,siem incident response linux penetration testing cryptography problem solving risk management vulnerability assessment security auditing firewall communication,vulnerability scan project encryption project,security consultant penetration tester,partial
91,1.0,0,0,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics seo ads sem,problem solving project,,suggest
85,1.0,5,0,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics seo ads sem,critical thinking project communication project,digital marketer marketing analyst content strategist,fit
84,0.6666666666666666,4,1,augmented reality  virtual reality,c vr shader programming ar interaction design unreal engine problem solving,experience project augmented project,immersive experience designer arvr developer ar developer,fit
68,0.75,0,1,cloud computing,serverless cloud security aws scaling kubernetes monitoring critical thinking docker azure load balancing,critical thinking project containers project,,no_fit
81,1.0,0,1,mobile app development,xamarin android kotlin firebase push notification uiux mobile flutter swift react native objectivec app store mobile testing communication,android project app store project,,no_fit
66,0.75,6,1,mobile app development,xamarin push notification firebase swift flutter react native objectivec app store mobile testing,app project teamwork project,android developer android developer ios developer,no_fit
85,1.0,0,1,web development,graphql html redux angular javascript nextjs express nodejs css bootstrap react typescript vue sass communication,login project,,no_fit
72,0.75,0,1,database administration,backup data warehousing sql server oracle replication nosql postgresql performance tuning mongodb,database project problem solving project,,no_fit
75,0.8888888888888888,0,1,game development,c graphics programming game physics unreal engine blender game design ai unity communication,animation project game mechanics project,,suggest
67,0.8333333333333334,1,0,database administration,backup sql server database design oracle mysql mongodb nosql postgresql performance tuning data warehousing,communication project teamwork project,database administrator,no_fit
79,0.75,3,1,devops,automation aws terraform jenkins kubernetes docker scripting azure git,cloud project,release manager,partial
83,0.9166666666666666,4,0,devops,automation aws cicd ansible terraform jenkins kubernetes monitoring docker scripting git,communication project,infrastructure engineer build engineer,fit
77,0.8,5,1,digital marketing,content marketing ppc google analytics marketing strategy analytics seo ads sem,leads project,content strategist seo specialist,partial
65,0.75,4,1,database administration,backup sql server database design query optimization mysql replication postgresql performance tuning mongodb,migration project communication project,data architect database administrator,no_fit
70,0.625,0,1,product management,scrum market research roadmap analytics prioritization critical thinking communication,problem solving project release project,,suggest
92,0.7,7,0,robotics,automation control systems mechanical design teamwork embedded systems robotics critical thinking arduino sensors,critical thinking project,control systems engineer robot programmer robotics engineer,fit
57,0.8888888888888888,2,0,technical writing,writing documentation editing guidelines teamwork reports problem solving content creation research technical manuals,teamwork project communication project,technical writer,no_fit
70,0.7,5,1,robotics,automation control systems mechanical design embedded systems robotics arduino robot programming,control project control project,robot programmer embedded systems engineer,partial
92,0.8888888888888888,2,1,quality assurance,manual testing performance testing qa test automation selenium teamwork jenkins bug tracking cypress,testing project regression project,qa engineer,fit
68,0.5384615384615384,1,0,uiux design,ux user testing design critical thinking persona figma visual design prototype communication,communication project,ui designer,no_fit
76,0.75,5,1,product management,scrum market research roadmap requirements gathering analytics agile,planning project communication project,project manager product manager,partial
68,0.9166666666666666,4,0,mobile app development,xamarin android kotlin push notification uiux mobile critical thinking swift flutter react native objectivec app store mobile testing,communication project,mobile app engineer android developer,no_fit
55,0.5,5,1,digital marketing,email marketing content marketing ppc analytics seo,branding project,content strategist marketing analyst,no_fit
73,0.6,0,1,digital marketing,email marketing content marketing marketing strategy analytics seo critical thinking communication sem,conversion project,,suggest
94,0.9166666666666666,6,1,devops,automation aws ansible terraform jenkins monitoring kubernetes critical thinking docker problem solving scripting azure git,scaling project build project,build engineer release manager build engineer,fit
79,0.4444444444444444,5,1,technical writing,writing documentation technical manuals research communication,manuals project user manuals project,technical author technical writer,partial
66,0.6666666666666666,3,1,mobile app development,xamarin kotlin push notification uiux mobile flutter react native objectivec mobile testing communication,app project,mobile app engineer android developer,no_fit
70,1.0,0,0,technical writing,writing documentation editing guidelines teamwork manuals reports content creation research technical manuals,problem solving project,,suggest
73,0.5833333333333334,3,0,devops,automation aws terraform monitoring critical thinking docker azure git,communication project,devops engineer,partial
89,0.8333333333333334,0,0,cloud computing,serverless aws cloud security gcp teamwork kubernetes monitoring docker cicd pipelines problem solving azure load balancing,problem solving project,,suggest
68,0.4444444444444444,5,1,technical writing,writing manuals critical thinking content creation communication technical manuals,guides project user manuals project,instructional designer technical author content writer,no_fit
83,0.5833333333333334,5,0,devops,ansible terraform jenkins monitoring critical thinking docker scripting git,critical thinking project problem solving project,automation specialist build engineer devops engineer,fit
80,0.4615384615384615,0,0,uiux design,user research user testing adobe xd persona visual design prototype communication,teamwork project,,no_fit
71,0.75,8,0,product management,market research roadmap stakeholder management requirements gathering analytics critical thinking agile,communication project,project manager product manager product owner,partial
63,0.4444444444444444,6,0,technical writing,content creation guidelines writing technical manuals,critical thinking project,content writer content writer technical author,no_fit
76,1.0,0,1,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision ml pipelines cv rnn pytorch keras nlp deep learning gan cnn,recommendation project,,suggest
88,0.5833333333333334,7,1,mobile app development,android push notification flutter react native objectivec app store mobile testing,analytics project,android developer mobile app engineer mobile software engineer,fit
68,0.75,2,1,product management,scrum market research roadmap stakeholder management teamwork requirements gathering analytics communication,release project planning project,project manager,suggest
75,0.8,5,1,digital marketing,email marketing social media ppc google analytics marketing strategy analytics critical thinking problem solving ads sem,branding project leads project,sem specialist content strategist,partial
77,1.0,0,1,mobile app development,xamarin android kotlin push notification firebase teamwork uiux mobile swift flutter react native objectivec app store mobile testing,analytics project communication project,,no_fit
65,0.8461538461538461,6,1,uiux design,user research ux user testing interaction design journey mapping teamwork adobe xd wireframe design sketch persona visual design communication,ux project mockup project,uiux specialist interaction designer experience designer,no_fit
71,0.8333333333333334,0,1,database administration,backup sql server teamwork query optimization oracle mongodb mysql replication postgresql performance tuning data warehousing communication,query project,,no_fit
95,0.6666666666666666,4,1,business analysis,scrum uml process modeling data analysis requirements gathering communication business process,report project workflow project,process consultant requirements engineer,fit
74,0.6923076923076923,4,1,data science,data visualization machine learning pandas statistics feature engineering r sql deep learning etl,clustering project communication project,data analyst ml engineer,partial
82,0.6666666666666666,0,1,augmented reality  virtual reality,shader programming 3d animation ar interaction design teamwork 3d modeling problem solving unity,ar project,,suggest
83,0.8333333333333334,0,1,mobile app development,xamarin kotlin firebase push notification uiux mobile critical thinking flutter swift problem solving react native app store mobile testing,push notification project teamwork project,,no_fit
93,0.75,0,1,mobile app development,kotlin firebase push notification uiux mobile swift flutter problem solving react native objectivec mobile testing communication,push notification project,,no_fit
74,0.8333333333333334,3,1,devops,automation cicd ansible terraform jenkins monitoring docker problem solving scripting azure git communication,build project,automation specialist,partial
95,0.6666666666666666,3,1,database administration,backup sql server query optimization mysql mongodb critical thinking nosql postgresql data warehousing communication,schema design project migration project,database engineer database administrator,fit
91,0.8333333333333334,1,0,database administration,backup data warehousing database design oracle mysql critical thinking replication nosql postgresql performance tuning mongodb communication,communication project,database administrator,partial
73,1.0,7,0,networking,lanwlan dhcp vpn routing teamwork packet analysis cisco network monitoring critical thinking dns tcpip switching firewall,critical thinking project,system administrator network administrator it support specialist,partial
63,0.5384615384615384,5,1,uiux design,interaction design user testing adobe xd wireframe sketch persona visual design,user testing project,uiux specialist uiux specialist,no_fit
80,1.0,0,1,blockchain,smart contracts truffle remix ethereum cryptography defi problem solving dapps communication web3 nfts solidity,crypto project,,suggest
85,0.5,0,1,web development,redux angular teamwork nextjs express nodejs typescript sass,portal project,,no_fit
78,0.875,2,1,product management,scrum roadmap stakeholder management requirements gathering analytics prioritization problem solving agile communication,launch project,associate product manager program manager,partial
80,0.5555555555555556,0,1,business analysis,uml documentation data analysis stakeholder management requirements gathering problem solving,gap analysis project,,suggest
91,0.8333333333333334,6,1,mobile app development,xamarin android kotlin push notification firebase uiux mobile swift flutter react native app store,app store project,android developer flutter developer android developer,fit
88,1.0,4,1,business analysis,scrum uml documentation process modeling data analysis stakeholder management requirements gathering critical thinking agile business process,business project problem solving project,requirements engineer business analyst,fit
62,0.7692307692307693,8,0,uiux design,user research user testing interaction design teamwork adobe xd design critical thinking sketch persona figma visual design prototype,communication project problem solving project,ux designer uiux specialist ui designer,no_fit
71,0.4615384615384615,4,1,data science,numpy scikitlearn machine learning statistics feature engineering problem solving etl communication,model project,ml engineer ai researcher,partial
89,0.5,8,1,digital marketing,email marketing ppc google analytics marketing strategy analytics,social media project traffic project,social media manager digital marketer marketing analyst,fit
86,0.7272727272727273,2,0,networking,lanwlan vpn teamwork firewall cisco network monitoring dns tcpip dhcp communication,critical thinking project,system administrator,fit
94,0.4444444444444444,5,1,game development,c shader programming unreal engine ai communication,ai project,game designer graphics programmer gameplay programmer,fit
84,0.4444444444444444,2,1,game development,c blender problem solving ai unity,graphics project,game designer,fit
83,0.5,0,1,robotics,control systems arduino communication robot programming sensors ros,robot project sensors project,,no_fit
88,0.9,0,1,robotics,automation control systems mechanical design embedded systems robotics c critical thinking problem solving robot programming sensors ros,problem solving project simulation project,,suggest
95,0.7777777777777778,0,1,business analysis,uml scrum process modeling documentation data analysis agile business process,gap analysis project process project,,suggest
83,0.9,0,1,robotics,control systems mechanical design embedded systems robotics robot programming c critical thinking arduino ros sensors communication,navigation project critical thinking project,,no_fit
68,0.6428571428571429,1,1,web development,graphql teamwork javascript nodejs express nextjs css bootstrap problem solving typescript sass,dashboard project portal project,ui developer,no_fit
70,0.5555555555555556,0,1,technical writing,writing editing teamwork reports content creation technical manuals,process docs project,,no_fit
79,0.6,0,1,blockchain,truffle cryptography critical thinking problem solving dapps web3 nfts solidity,smart contract project ledger project,,suggest
69,0.75,3,1,database administration,backup sql server database design query optimization oracle mongodb postgresql performance tuning replication communication,optimization project optimization project,db engineer sql developer,no_fit
92,0.8888888888888888,6,1,game development,c shader programming graphics programming game physics unreal engine game design ai unity,character project critical thinking project,game developer gameplay programmer game designer,fit
92,0.5,0,1,robotics,control systems embedded systems c critical thinking arduino sensors communication,sensors project,,no_fit
73,0.5,9,1,database administration,sql server teamwork query optimization oracle postgresql performance tuning replication,etl project tuning project,db engineer db engineer database engineer,partial
93,0.7692307692307693,0,1,artificial intelligence,scikitlearn reinforcement learning computer vision ml pipelines rnn cv critical thinking problem solving keras nlp deep learning cnn,chatbot project object detection project,,suggest
80,0.5,0,0,mobile app development,kotlin uiux mobile critical thinking swift flutter objectivec app store,teamwork project,,no_fit
77,0.6666666666666666,2,0,augmented reality  virtual reality,c 3d animation ar interaction design critical thinking unreal engine unity communication,critical thinking project,xr engineer,partial
60,0.9,0,0,digital marketing,email marketing social media content marketing ppc google analytics analytics seo critical thinking ads sem,problem solving project teamwork project,,no_fit
70,0.8333333333333334,5,0,devops,cicd ansible terraform jenkins kubernetes monitoring docker scripting azure git,problem solving project,site reliability engineer devops engineer,partial
69,0.75,7,1,cloud computing,cloud security aws gcp terraform scaling kubernetes monitoring docker load balancing,scaling project teamwork project,cloud consultant devops engineer site reliability engineer,no_fit
86,0.75,0,0,devops,aws cicd teamwork jenkins monitoring kubernetes docker scripting azure git,critical thinking project,,suggest
85,0.6153846153846154,0,0,data science,numpy scikitlearn data visualization statistics matplotlib r problem solving sql etl,communication project,,suggest
90,0.5833333333333334,0,1,devops,automation cicd ansible kubernetes docker azure git communication,automation project pipelines project,,suggest
75,1.0,1,1,business analysis,scrum uml process modeling documentation data analysis stakeholder management requirements gathering agile business process,critical thinking project process project,requirements engineer,partial
94,0.7272727272727273,0,0,networking,lanwlan vpn routing teamwork network monitoring dns tcpip switching dhcp communication,teamwork project,,no_fit
65,0.6153846153846154,5,1,uiux design,journey mapping interaction design adobe xd wireframe sketch problem solving persona figma prototype,ux project ab testing project,product designer ux designer product designer,no_fit
84,0.9,0,0,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics seo communication sem,communication project problem solving project,,suggest
82,1.0,4,1,data science,python numpy scikitlearn data visualization machine learning pandas statistics matplotlib feature engineering r sql deep learning etl,analysis project communication project,analytics consultant data analyst,fit
94,0.7692307692307693,7,1,uiux design,user research ux user testing interaction design journey mapping teamwork adobe xd wireframe design persona prototype,user testing project user testing project,visual designer uiux specialist ux designer,fit
86,1.0,0,1,business analysis,scrum uml process modeling documentation data analysis stakeholder management requirements gathering agile business process,process project analysis project,,suggest
67,0.9166666666666666,5,0,cloud computing,serverless gcp cloud security aws terraform monitoring kubernetes docker cicd pipelines azure communication load balancing,problem solving project,devops engineer devops engineer cloud architect,no_fit
86,0.9,0,1,blockchain,smart contracts truffle remix cryptography defi critical thinking problem solving dapps web3 nfts solidity,crypto project ledger project,,suggest
85,0.8461538461538461,0,1,artificial intelligence,scikitlearn tensorflow reinforcement learning cv ml pipelines rnn pytorch keras nlp gan cnn,image recognition project,,suggest
66,0.75,8,1,database administration,sql server data warehousing database design query optimization mysql mongodb postgresql performance tuning replication,replication project,data architect data architect dba specialist,no_fit
77,0.5454545454545454,5,0,networking,lanwlan vpn routing dns network monitoring switching,teamwork project,network administrator network administrator system administrator,partial
88,0.8461538461538461,2,1,artificial intelligence,scikitlearn reinforcement learning cv ml pipelines rnn computer vision pytorch problem solving keras nlp deep learning gan communication,recommendation project teamwork project,research scientist research scientist,fit
75,0.8333333333333334,1,1,database administration,backup sql server database design query optimization mysql replication nosql postgresql performance tuning mongodb,query project,database administrator,partial
87,0.7777777777777778,0,1,technical writing,documentation editing guidelines manuals reports research technical manuals,guides project manuals project,,suggest
78,0.9230769230769232,3,0,uiux design,ux journey mapping interaction design user testing adobe xd wireframe design sketch persona figma visual design prototype,communication project,interaction designer,partial
92,0.6666666666666666,7,1,cybersecurity,siem network security penetration testing problem solving forensics risk management ethical hacking security auditing firewall communication,intrusion project pentest project,soc analyst ethical hacker cybersecurity engineer,fit
59,1.0,0,1,digital marketing,email marketing social media content marketing ppc teamwork google analytics marketing strategy analytics seo ads sem,ads project,,no_fit
92,0.6153846153846154,3,1,artificial intelligence,scikitlearn tensorflow cv rnn pytorch problem solving keras nlp deep learning communication,critical thinking project vision project,research scientist nlp engineer,fit
93,1.0,6,1,augmented reality  virtual reality,c vr 3d animation shader programming ar interaction design teamwork unreal engine 3d modeling problem solving unity,ar project,ar developer vr developer vr developer,fit
58,0.4444444444444444,1,1,technical writing,writing editing teamwork manuals critical thinking content creation,documentation project,content writer,no_fit
83,0.5555555555555556,1,1,augmented reality  virtual reality,shader programming ar interaction design teamwork unreal engine problem solving unity,interactive project,vr developer,partial
74,1.0,2,0,database administration,backup sql server data warehousing database design query optimization oracle mysql replication nosql postgresql performance tuning mongodb,problem solving project critical thinking project,sql developer,partial
80,0.75,0,1,product management,scrum roadmap stakeholder management requirements gathering prioritization analytics,feedback project,,suggest
75,1.0,4,1,data science,python numpy scikitlearn data visualization machine learning pandas statistics feature engineering matplotlib r sql deep learning etl,analysis project,data engineer data scientist ml engineer,partial
94,0.6,1,1,robotics,automation mechanical design embedded systems robotics c problem solving robot programming,sensors project automation project,control systems engineer,partial
94,0.6428571428571429,7,0,web development,graphql html angular nodejs express bootstrap react typescript vue communication,communication project,frontend engineer frontend engineer frontend developer,fit
90,1.0,0,1,database administration,backup sql server database design query optimization oracle mysql mongodb replication nosql postgresql performance tuning data warehousing,replication project schema design project,,no_fit
66,1.0,6,1,networking,lanwlan vpn routing firewall teamwork packet analysis cisco tcpip dns network monitoring switching dhcp,router project troubleshooting project,network consultant network consultant network engineer,no_fit
85,1.0,0,1,digital marketing,email marketing social media content marketing ppc google analytics marketing strategy analytics seo ads sem,branding project,,suggest
70,1.0,5,0,product management,scrum market research roadmap stakeholder management teamwork requirements gathering prioritization analytics critical thinking agile,critical thinking project,product strategist product manager product owner,partial
67,0.7777777777777778,2,1,game development,c shader programming teamwork graphics programming unreal engine game design ai unity communication,npc project,level designer,no_fit
95,0.7777777777777778,0,1,business analysis,scrum documentation process modeling data analysis stakeholder management requirements gathering agile,documentation project analysis project,,suggest
88,1.0,4,1,web development,graphql html redux angular javascript nextjs express nodejs css bootstrap problem solving react typescript vue sass communication,responsive project,ui developer backend engineer,fit
67,1.0,2,1,networking,lanwlan vpn routing firewall packet analysis cisco tcpip dns network monitoring switching dhcp,network project,network analyst,no_fit
75,0.6666666666666666,7,1,technical writing,writing documentation manuals critical thinking reports content creation research communication,instructions project manuals project,documentation specialist technical author technical writer,partial
81,0.6666666666666666,5,1,database administration,backup sql server teamwork oracle mysql critical thinking nosql postgresql performance tuning mongodb,replication project critical thinking project,dba specialist db engineer database engineer,fit
95,0.9166666666666666,2,1,devops,automation aws ansible terraform jenkins monitoring kubernetes docker scripting azure git,pipelines project,automation specialist,fit
81,0.7692307692307693,7,1,data science,python numpy scikitlearn data visualization machine learning pandas feature engineering critical thinking sql deep learning etl communication,pipeline project regression project,business intelligence analyst data analyst data scientist,fit
73,0.5555555555555556,4,1,quality assurance,manual testing qa test automation jenkins bug tracking critical thinking problem solving,bugs project testing project,quality analyst test automation engineer,partial
75,1.0,4,1,data science,python numpy scikitlearn data visualization machine learning pandas statistics feature engineering matplotlib r sql deep learning etl,analysis project,data engineer data scientist ml engineer,partial
89,0.7692307692307693,7,1,artificial intelligence,scikitlearn tensorflow cv ml pipelines rnn computer vision pytorch nlp gan cnn,text processing project,research scientist deep learning engineer research scientist,fit
91,0.9166666666666666,1,1,cybersecurity,vulnerability assessment siem incident response network security cryptography penetration testing linux forensics risk management ethical hacking security auditing communication,malware project pentest project,information security specialist,partial
87,0.5,0,1,devops,aws jenkins monitoring kubernetes critical thinking problem solving scripting git,problem solving project pipelines project,,suggest
66,0.5555555555555556,3,1,game development,c shader programming graphics programming critical thinking unreal engine problem solving ai,ai project,graphics programmer level designer,no_fit
75,1.0,3,0,cybersecurity,siem incident response network security ethical hacking cryptography penetration testing linux critical thinking forensics risk management vulnerability assessment security auditing firewall,critical thinking project,soc analyst information security specialist,partial
84,0.6666666666666666,5,0,technical writing,writing documentation editing guidelines manuals technical manuals,critical thinking project,technical author documentation specialist,fit
79,0.8333333333333334,8,0,database administration,backup sql server teamwork database design query optimization mysql critical thinking replication nosql postgresql performance tuning data warehousing,problem solving project problem solving project,dba specialist sql developer database engineer,partial
88,1.0,4,0,business analysis,uml scrum process modeling documentation data analysis stakeholder management requirements gathering agile business process,teamwork project,product analyst business process analyst,fit
76,0.7,8,1,blockchain,remix ethereum cryptography problem solving dapps communication web3 nfts solidity,blockchain project,dapp developer smart contract developer dapp developer,partial
75,0.9,0,1,blockchain,truffle remix ethereum cryptography defi dapps web3 nfts solidity,crypto project communication project,,suggest
72,0.5384615384615384,3,1,data science,scikitlearn machine learning statistics pandas feature engineering deep learning etl,report project,ai researcher analytics consultant,partial
80,0.8,8,1,robotics,automation mechanical design embedded systems robotics c problem solving arduino robot programming sensors communication,simulation project,automation engineer robot programmer robotics engineer,fit
67,0.5,4,1,web development,angular nextjs nodejs css react typescript sass,dashboard project,web developer backend engineer,no_fit
69,0.75,0,1,database administration,backup data warehousing database design query optimization oracle mongodb postgresql performance tuning replication,backup project,,no_fit
58,0.5,4,1,digital marketing,social media google analytics marketing strategy seo problem solving sem,critical thinking project leads project,digital marketer social media manager,no_fit
72,0.6666666666666666,8,1,game development,c graphics programming unreal engine blender game design ai,multiplayer project game mechanics project,gameplay programmer unity developer game developer,partial
90,0.9166666666666666,0,0,cybersecurity,siem incident response network security ethical hacking cryptography penetration testing critical thinking forensics risk management vulnerability assessment security auditing firewall,communication project,,suggest
87,0.5,3,1,web development,html angular nextjs express css typescript sass communication,dashboard project,web developer ui developer backend engineer,fit
73,0.75,2,1,mobile app development,xamarin push notification uiux mobile swift flutter react native objectivec app store mobile testing,problem solving project mobile game project,android developer,partial
82,0.5,5,1,product management,prioritization market research requirements gathering scrum,feature project,program manager product manager program manager,fit
63,0.5454545454545454,0,1,networking,teamwork packet analysis cisco problem solving dns tcpip switching firewall,network project network project,,no_fit
83,0.8888888888888888,7,1,augmented reality  virtual reality,c vr shader programming 3d animation ar teamwork unreal engine 3d modeling unity,simulation project communication project,arvr developer ar developer ar developer,fit
67,0.6666666666666666,2,1,game development,shader programming teamwork graphics programming unreal engine game design ai unity communication,graphics project level project,gameplay programmer,no_fit
87,0.5,5,1,product management,prioritization market research roadmap agile,product project problem solving project,product manager project manager product owner,fit
81,0.75,8,1,cloud computing,aws gcp cloud security terraform kubernetes monitoring critical thinking docker cicd pipelines load balancing,load balancing project load balancing project,cloud engineer cloud architect cloud administrator,fit
69,0.75,3,1,cybersecurity,siem incident response cryptography linux penetration testing critical thinking forensics risk management ethical hacking security auditing,security monitoring project cyber attack project,security consultant soc analyst ethical hacker,no_fit
72,0.5833333333333334,0,1,cybersecurity,siem incident response cryptography penetration testing forensics risk management firewall,security monitoring project problem solving project,,suggest
83,0.7777777777777778,7,1,game development,c teamwork graphics programming game physics unreal engine blender game design ai,character project level project,graphics programmer graphics programmer game developer,fit
92,0.4444444444444444,4,1,augmented reality  virtual reality,vr interaction design unity ar,ar project,immersive experience designer xr engineer,fit
73,1.0,0,0,uiux design,user research ux user testing journey mapping interaction design adobe xd wireframe design sketch persona figma visual design prototype,problem solving project,,suggest
63,0.4545454545454545,7,0,networking,lanwlan vpn cisco tcpip switching,critical thinking project,network administrator network analyst it support specialist,no_fit
78,0.6,3,1,robotics,automation teamwork robotics robot programming c critical thinking arduino ros,navigation project control project,automation engineer,partial
79,0.6153846153846154,4,1,data science,python scikitlearn data visualization machine learning teamwork pandas critical thinking r sql etl,communication project prediction project,data scientist business intelligence analyst,partial
81,1.0,0,1,mobile app development,xamarin android kotlin push notification firebase teamwork uiux mobile flutter swift react native objectivec app store mobile testing,android project,,no_fit
90,0.5,0,1,product management,scrum market research roadmap stakeholder management critical thinking,product project release project,,suggest
74,0.8888888888888888,4,1,business analysis,uml scrum process modeling documentation data analysis teamwork requirements gathering communication agile business process,process project documentation project,process consultant business analyst,partial
86,0.6666666666666666,0,1,cloud computing,serverless gcp terraform teamwork monitoring kubernetes critical thinking docker cicd pipelines load balancing,automation project,,suggest
71,0.5833333333333334,2,1,cloud computing,gcp cloud security scaling kubernetes docker cicd pipelines load balancing,cloud project,site reliability engineer,partial
84,0.6153846153846154,5,1,artificial intelligence,scikitlearn tensorflow reinforcement learning computer vision rnn nlp gan cnn,classification project,deep learning engineer research scientist computer vision engineer,fit
90,0.4444444444444444,0,1,augmented reality  virtual reality,vr 3d animation ar critical thinking unreal engine problem solving,vr project,,suggest
86,0.7142857142857143,2,0,web development,graphql redux nextjs express nodejs css bootstrap problem solving react typescript vue communication,teamwork project,frontend developer,fit
73,0.75,4,1,devops,automation aws ansible terraform kubernetes docker scripting azure git,integration project,site reliability engineer release manager,partial
64,0.6666666666666666,5,1,technical writing,editing guidelines manuals critical thinking reports content creation research,teamwork project instructions project,documentation specialist technical author content writer,no_fit
